Maarintalo;
Water;
DateTime;m3
8.10.2015 13:00:00:000;0,27
8.10.2015 14:00:00:000;0,4
8.10.2015 15:00:00:000;0,36
8.10.2015 16:00:00:000;0,49
8.10.2015 17:00:00:000;0,34
8.10.2015 18:00:00:000;0,28
8.10.2015 19:00:00:000;0,28
8.10.2015 20:00:00:000;0,19
8.10.2015 21:00:00:000;0,11
8.10.2015 22:00:00:000;0,04
8.10.2015 23:00:00:000;0,08
9.10.2015 00:00:00:000;0,06
9.10.2015 01:00:00:000;0,05
9.10.2015 02:00:00:000;0,01
9.10.2015 03:00:00:000;0,03
9.10.2015 04:00:00:000;0,05
9.10.2015 05:00:00:000;0,02
9.10.2015 06:00:00:000;0,03
9.10.2015 07:00:00:000;0,15
9.10.2015 08:00:00:000;0,11
9.10.2015 09:00:00:000;0,12
9.10.2015 10:00:00:000;0,25
9.10.2015 11:00:00:000;0,28
9.10.2015 12:00:00:000;0,28
9.10.2015 13:00:00:000;0,43
9.10.2015 14:00:00:000;0,32
9.10.2015 15:00:00:000;0,41
9.10.2015 16:00:00:000;0,45
9.10.2015 17:00:00:000;0,2
9.10.2015 18:00:00:000;0,15
9.10.2015 19:00:00:000;0,18
9.10.2015 20:00:00:000;0,13
9.10.2015 21:00:00:000;0,07
9.10.2015 22:00:00:000;0,07
9.10.2015 23:00:00:000;0,07
10.10.2015 00:00:00:000;0,06
;
