Maarintalo,;
Heating;
DateTime;kW
1.10.2015 00:00:00:000;45,49
1.10.2015 01:00:00:000;44,14
1.10.2015 02:00:00:000;42,51
1.10.2015 03:00:00:000;42,03
1.10.2015 04:00:00:000;42,29
1.10.2015 05:00:00:000;43,23
1.10.2015 06:00:00:000;44,88
1.10.2015 07:00:00:000;56,23
1.10.2015 08:00:00:000;64,94
1.10.2015 09:00:00:000;67,15
1.10.2015 10:00:00:000;73,1
1.10.2015 11:00:00:000;74,38
1.10.2015 12:00:00:000;76,1
1.10.2015 13:00:00:000;77,35
1.10.2015 14:00:00:000;79,26
1.10.2015 15:00:00:000;79,36
1.10.2015 16:00:00:000;78,48
1.10.2015 17:00:00:000;72,02
1.10.2015 18:00:00:000;56,11
1.10.2015 19:00:00:000;52,82
1.10.2015 20:00:00:000;53,28
1.10.2015 21:00:00:000;51,64
1.10.2015 22:00:00:000;51,99
1.10.2015 23:00:00:000;49,56
2.10.2015 00:00:00:000;48,66
2.10.2015 01:00:00:000;46,06
2.10.2015 02:00:00:000;47,18
2.10.2015 03:00:00:000;45,31
2.10.2015 04:00:00:000;44,79
2.10.2015 05:00:00:000;44,19
2.10.2015 06:00:00:000;47,39
2.10.2015 07:00:00:000;60,61
2.10.2015 08:00:00:000;69,58
2.10.2015 09:00:00:000;70,99
2.10.2015 10:00:00:000;75,03
2.10.2015 11:00:00:000;76,7
2.10.2015 12:00:00:000;78,02
2.10.2015 13:00:00:000;79,54
2.10.2015 14:00:00:000;77,9
2.10.2015 15:00:00:000;76,78
2.10.2015 16:00:00:000;70,22
2.10.2015 17:00:00:000;63,53
2.10.2015 18:00:00:000;56
2.10.2015 19:00:00:000;50,62
2.10.2015 20:00:00:000;49,19
2.10.2015 21:00:00:000;46,74
2.10.2015 22:00:00:000;49,81
2.10.2015 23:00:00:000;44,92
4.10.2015 00:00:00:000;41,22
4.10.2015 01:00:00:000;40,38
4.10.2015 02:00:00:000;39,83
4.10.2015 03:00:00:000;38,74
4.10.2015 04:00:00:000;38,56
4.10.2015 05:00:00:000;42,81
4.10.2015 06:00:00:000;44,16
4.10.2015 07:00:00:000;40,29
4.10.2015 08:00:00:000;40,27
4.10.2015 09:00:00:000;41,5
4.10.2015 10:00:00:000;42,33
4.10.2015 11:00:00:000;45,59
4.10.2015 12:00:00:000;48,5
4.10.2015 13:00:00:000;52,96
4.10.2015 14:00:00:000;53,34
4.10.2015 15:00:00:000;54,91
4.10.2015 16:00:00:000;55,26
4.10.2015 17:00:00:000;53,36
4.10.2015 18:00:00:000;56,68
4.10.2015 19:00:00:000;53,91
4.10.2015 20:00:00:000;51,73
4.10.2015 21:00:00:000;52,43
4.10.2015 22:00:00:000;54,17
4.10.2015 23:00:00:000;47
5.10.2015 00:00:00:000;45,64
5.10.2015 01:00:00:000;44,19
5.10.2015 02:00:00:000;43,08
5.10.2015 03:00:00:000;41,47
5.10.2015 04:00:00:000;40,71
5.10.2015 05:00:00:000;39,81
5.10.2015 06:00:00:000;46,57
5.10.2015 07:00:00:000;56,11
5.10.2015 08:00:00:000;62,34
5.10.2015 09:00:00:000;65,46
5.10.2015 10:00:00:000;69,72
5.10.2015 11:00:00:000;71,72
5.10.2015 12:00:00:000;75,39
5.10.2015 13:00:00:000;77,34
5.10.2015 14:00:00:000;79,3
5.10.2015 15:00:00:000;78,93
5.10.2015 16:00:00:000;74,86
5.10.2015 17:00:00:000;70,11
5.10.2015 18:00:00:000;64,17
5.10.2015 19:00:00:000;58,49
5.10.2015 20:00:00:000;50,68
5.10.2015 21:00:00:000;48,29
5.10.2015 22:00:00:000;47,19
5.10.2015 23:00:00:000;43,84
6.10.2015 00:00:00:000;42,03
6.10.2015 01:00:00:000;41,16
6.10.2015 02:00:00:000;40,23
6.10.2015 03:00:00:000;38,72
6.10.2015 04:00:00:000;38,19
6.10.2015 05:00:00:000;37,51
6.10.2015 06:00:00:000;40,7
6.10.2015 07:00:00:000;52,42
6.10.2015 08:00:00:000;60,89
6.10.2015 09:00:00:000;68,04
